input_cif,action_prompt,output_cif
mp-1173706.cif,Rotate all surrounding atoms within 2.415631859792356 of the center atom at index 21 by 203.89990417338063 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1173706_processed.cif
mp-1173883.cif,Rotate all surrounding atoms within 2.737054778322709 of the center atom at index 11 by 58.37230358145097 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1173883_processed.cif
mp-1174010.cif,Rotate all surrounding atoms within 2.5964940950347386 of the center atom at index 3 by 69.49353598462591 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1174010_processed.cif
mp-1174079.cif,Rotate all surrounding atoms within 2.790356962222735 of the center atom at index 0 by 181.12523293730516 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1174079_processed.cif
mp-1174299.cif,Rotate all surrounding atoms within 3.2948078924732096 of the center atom at index 17 by 256.4564461852285 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1174299_processed.cif
mp-1174536.cif,Rotate all surrounding atoms within 2.4239681612136015 of the center atom at index 24 by 216.1991678551105 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1174536_processed.cif
mp-1174549.cif,Rotate all surrounding atoms within 2.753715284387555 of the center atom at index 1 by 126.34707707901354 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1174549_processed.cif
mp-1174561.cif,Rotate all surrounding atoms within 3.612781249915023 of the center atom at index 23 by 146.48244461591167 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1174561_processed.cif
mp-1174631.cif,Rotate all surrounding atoms within 3.3377947301631266 of the center atom at index 9 by 244.42987084569626 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1174631_processed.cif
mp-1174708.cif,Rotate all surrounding atoms within 2.121173300345846 of the center atom at index 19 by 281.66318947118015 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1174708_processed.cif
mp-1175060.cif,Rotate all surrounding atoms within 2.7562995979170193 of the center atom at index 16 by 247.76490776088824 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1175060_processed.cif
mp-1175670.cif,Rotate all surrounding atoms within 3.2962062696518464 of the center atom at index 13 by 190.81716569239825 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1175670_processed.cif
mp-1175676.cif,Rotate all surrounding atoms within 3.906322843114088 of the center atom at index 17 by 297.4742936264726 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1175676_processed.cif
mp-1175716.cif,Rotate all surrounding atoms within 3.0032673041265108 of the center atom at index 24 by 92.12804609278034 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1175716_processed.cif
mp-1176074.cif,Rotate all surrounding atoms within 2.751195382533203 of the center atom at index 15 by 308.311149230463 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1176074_processed.cif
mp-1176243.cif,Rotate all surrounding atoms within 2.8187071176731497 of the center atom at index 29 by 219.59695858499092 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1176243_processed.cif
mp-1176471.cif,Rotate all surrounding atoms within 2.352910532855297 of the center atom at index 1 by 172.35452064948367 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1176471_processed.cif
mp-1176486.cif,Rotate all surrounding atoms within 1.9351757874786344 of the center atom at index 28 by 88.34127465524026 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1176486_processed.cif
mp-1176593.cif,Rotate all surrounding atoms within 3.1804277663069893 of the center atom at index 7 by 200.52808099901586 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1176593_processed.cif
mp-1176664.cif,Rotate all surrounding atoms within 3.8301048988018693 of the center atom at index 2 by 86.68075068955463 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1176664_processed.cif
mp-1176678.cif,Rotate all surrounding atoms within 3.193087789171707 of the center atom at index 2 by 83.13200248387828 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1176678_processed.cif
mp-1176692.cif,Rotate all surrounding atoms within 1.644371417474772 of the center atom at index 13 by 49.74845313426752 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1176692_processed.cif
mp-1176965.cif,Rotate all surrounding atoms within 2.662509017732906 of the center atom at index 8 by 76.57956488249076 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1176965_processed.cif
mp-1177279.cif,Rotate all surrounding atoms within 2.7469607192135417 of the center atom at index 13 by 129.1083794588188 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1177279_processed.cif
mp-1177537.cif,Rotate all surrounding atoms within 2.109503246453336 of the center atom at index 21 by 298.8890100656054 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1177537_processed.cif
mp-1177559.cif,Rotate all surrounding atoms within 2.8867337766269143 of the center atom at index 73 by 149.29526769693717 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1177559_processed.cif
mp-1177564.cif,Rotate all surrounding atoms within 3.4984162653404196 of the center atom at index 76 by 94.8392239998139 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1177564_processed.cif
mp-1177801.cif,Rotate all surrounding atoms within 3.1045650896631427 of the center atom at index 23 by 150.7254948010792 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1177801_processed.cif
mp-1178026.cif,Rotate all surrounding atoms within 2.434867392781098 of the center atom at index 12 by 46.001510238331505 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1178026_processed.cif
mp-1178085.cif,Rotate all surrounding atoms within 3.1469454097954843 of the center atom at index 10 by 238.91721438020699 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1178085_processed.cif
mp-1178148.cif,Rotate all surrounding atoms within 3.17407635408208 of the center atom at index 11 by 275.55250172842057 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1178148_processed.cif
mp-1178259.cif,Rotate all surrounding atoms within 2.0574468813541023 of the center atom at index 34 by 107.22873361273693 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1178259_processed.cif
mp-1178586.cif,Rotate all surrounding atoms within 3.713718410276436 of the center atom at index 69 by 156.9553524296703 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1178586_processed.cif
mp-1180130.cif,Rotate all surrounding atoms within 3.518261553270733 of the center atom at index 33 by 74.5063058577571 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1180130_processed.cif
mp-1180252.cif,Rotate all surrounding atoms within 2.8841909971972175 of the center atom at index 7 by 241.21258844507813 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1180252_processed.cif
mp-1180744.cif,Rotate all surrounding atoms within 3.2700664111673063 of the center atom at index 4 by 48.16116351006439 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1180744_processed.cif
mp-1180763.cif,Rotate all surrounding atoms within 2.2488765502823993 of the center atom at index 11 by 160.6109154475065 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1180763_processed.cif
mp-1181255.cif,Rotate all surrounding atoms within 2.8306208344625974 of the center atom at index 88 by 232.48007756535193 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1181255_processed.cif
mp-1181584.cif,Rotate all surrounding atoms within 3.4226080546951323 of the center atom at index 24 by 45.58537507406014 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1181584_processed.cif
mp-1182011.cif,Rotate all surrounding atoms within 1.6477181773490808 of the center atom at index 23 by 312.56740242122225 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1182011_processed.cif
mp-1182045.cif,Rotate all surrounding atoms within 1.9086693247200328 of the center atom at index 22 by 93.64361654431423 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1182045_processed.cif
mp-1182066.cif,Rotate all surrounding atoms within 2.4955786040131542 of the center atom at index 36 by 242.7083483521611 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1182066_processed.cif
mp-1182302.cif,Rotate all surrounding atoms within 3.3189590760273315 of the center atom at index 34 by 278.87434431201723 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1182302_processed.cif
mp-1182516.cif,Rotate all surrounding atoms within 3.8901603623362595 of the center atom at index 4 by 205.62522998891868 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1182516_processed.cif
mp-1182952.cif,Rotate all surrounding atoms within 3.9158084530462594 of the center atom at index 4 by 82.62291249594382 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1182952_processed.cif
