input_cif,action_prompt,output_cif
mp-11250.cif,Rotate all surrounding atoms within 3.556321211538208 angstrom of the center atom at index 2 by 87.09659505764606 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-11250_processed.cif
mp-1157680.cif,Rotate all surrounding atoms within 2.9897311388438528 angstrom of the center atom at index 19 by 147.86190684542356 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1157680_processed.cif
mp-1173361.cif,Rotate all surrounding atoms within 3.5728629500632314 angstrom of the center atom at index 9 by 51.66520895546701 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1173361_processed.cif
mp-1173548.cif,Rotate all surrounding atoms within 3.972575758347797 angstrom of the center atom at index 7 by 155.27953331144948 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1173548_processed.cif
mp-1173561.cif,Rotate all surrounding atoms within 3.2285512107276215 angstrom of the center atom at index 38 by 150.44443211733812 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1173561_processed.cif
mp-1173706.cif,Rotate all surrounding atoms within 3.0711354551995163 angstrom of the center atom at index 12 by 111.3405927934352 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1173706_processed.cif
mp-1173883.cif,Rotate all surrounding atoms within 2.834812328017274 angstrom of the center atom at index 1 by 254.9017440646679 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1173883_processed.cif
mp-1174010.cif,Rotate all surrounding atoms within 2.1885591241955056 angstrom of the center atom at index 5 by 153.148872198969 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1174010_processed.cif
mp-1174079.cif,Rotate all surrounding atoms within 2.2711770077322107 angstrom of the center atom at index 12 by 131.53607005381875 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1174079_processed.cif
mp-1174299.cif,Rotate all surrounding atoms within 3.172211268809318 angstrom of the center atom at index 22 by 80.03870489362441 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1174299_processed.cif
mp-1174536.cif,Rotate all surrounding atoms within 2.804855177413533 angstrom of the center atom at index 16 by 76.0355776526516 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1174536_processed.cif
mp-1174549.cif,Rotate all surrounding atoms within 3.4245143155730533 angstrom of the center atom at index 16 by 284.8294638694066 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1174549_processed.cif
mp-1174561.cif,Rotate all surrounding atoms within 3.2571484910678685 angstrom of the center atom at index 18 by 243.40505067869208 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1174561_processed.cif
mp-1174631.cif,Rotate all surrounding atoms within 3.739451022127085 angstrom of the center atom at index 4 by 288.2375377377108 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1174631_processed.cif
mp-1174708.cif,Rotate all surrounding atoms within 2.1593044454474755 angstrom of the center atom at index 16 by 285.40496463197917 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1174708_processed.cif
mp-1175060.cif,Rotate all surrounding atoms within 3.83408546970026 angstrom of the center atom at index 23 by 69.84099084586425 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1175060_processed.cif
mp-1175670.cif,Rotate all surrounding atoms within 2.2065142676674756 angstrom of the center atom at index 22 by 58.75674583733762 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1175670_processed.cif
mp-1175676.cif,Rotate all surrounding atoms within 3.8670595160941588 angstrom of the center atom at index 20 by 237.6601298529973 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1175676_processed.cif
mp-1175716.cif,Rotate all surrounding atoms within 3.9534792640157077 angstrom of the center atom at index 19 by 48.71601237368469 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1175716_processed.cif
mp-1176074.cif,Rotate all surrounding atoms within 3.206663421451407 angstrom of the center atom at index 17 by 250.05428088465058 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1176074_processed.cif
mp-1176243.cif,Rotate all surrounding atoms within 2.1205945028317883 angstrom of the center atom at index 19 by 139.8657077657631 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1176243_processed.cif
mp-1176471.cif,Rotate all surrounding atoms within 2.89876355899494 angstrom of the center atom at index 3 by 126.2077641178827 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1176471_processed.cif
mp-1176486.cif,Rotate all surrounding atoms within 2.708348091137921 angstrom of the center atom at index 0 by 196.88750406288645 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1176486_processed.cif
mp-1176593.cif,Rotate all surrounding atoms within 2.134717123575829 angstrom of the center atom at index 8 by 162.74709872176666 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1176593_processed.cif
mp-1176664.cif,Rotate all surrounding atoms within 3.0702317504519625 angstrom of the center atom at index 39 by 140.28731991414406 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1176664_processed.cif
mp-1176678.cif,Rotate all surrounding atoms within 2.081613061619048 angstrom of the center atom at index 13 by 267.8309127906581 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1176678_processed.cif
mp-1176692.cif,Rotate all surrounding atoms within 3.2399365103202538 angstrom of the center atom at index 17 by 139.43340894101118 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1176692_processed.cif
mp-1176965.cif,Rotate all surrounding atoms within 1.7161453131553657 angstrom of the center atom at index 45 by 159.30931664348597 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1176965_processed.cif
mp-1177279.cif,Rotate all surrounding atoms within 3.1712468220838166 angstrom of the center atom at index 24 by 302.33965267924685 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1177279_processed.cif
mp-1177537.cif,Rotate all surrounding atoms within 3.540301836320406 angstrom of the center atom at index 16 by 294.0302055670162 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1177537_processed.cif
mp-1177559.cif,Rotate all surrounding atoms within 1.8291532534492523 angstrom of the center atom at index 48 by 119.23734561613382 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1177559_processed.cif
mp-1177564.cif,Rotate all surrounding atoms within 3.302189725293439 angstrom of the center atom at index 51 by 262.67770897513446 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1177564_processed.cif
mp-1177801.cif,Rotate all surrounding atoms within 2.7996888160111153 angstrom of the center atom at index 21 by 138.90941479387197 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1177801_processed.cif
mp-1178026.cif,Rotate all surrounding atoms within 3.764973928941968 angstrom of the center atom at index 3 by 184.621762263981 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1178026_processed.cif
mp-1178085.cif,Rotate all surrounding atoms within 2.9308211209787167 angstrom of the center atom at index 14 by 310.31194554347655 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1178085_processed.cif
mp-1178148.cif,Rotate all surrounding atoms within 3.6198070490933225 angstrom of the center atom at index 22 by 145.44597650074007 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1178148_processed.cif
mp-1178259.cif,Rotate all surrounding atoms within 3.1165819036717872 angstrom of the center atom at index 19 by 163.78932184303233 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1178259_processed.cif
mp-1178586.cif,Rotate all surrounding atoms within 3.4389319129858156 angstrom of the center atom at index 27 by 225.96236482097422 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1178586_processed.cif
mp-1180130.cif,Rotate all surrounding atoms within 1.6278282066325782 angstrom of the center atom at index 51 by 88.94695475264996 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1180130_processed.cif
mp-1180252.cif,Rotate all surrounding atoms within 2.6085783104560663 angstrom of the center atom at index 14 by 123.20104733546572 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1180252_processed.cif
mp-1180744.cif,Rotate all surrounding atoms within 3.4966224753032518 angstrom of the center atom at index 30 by 90.390712569079 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1180744_processed.cif
mp-1180763.cif,Rotate all surrounding atoms within 3.5951462578606006 angstrom of the center atom at index 33 by 282.92824186454243 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1180763_processed.cif
mp-1181255.cif,Rotate all surrounding atoms within 2.7223200256182394 angstrom of the center atom at index 68 by 142.97749997588966 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1181255_processed.cif
mp-1181584.cif,Rotate all surrounding atoms within 2.1581118343833285 angstrom of the center atom at index 0 by 258.07718259713124 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1181584_processed.cif
